query,bu_leaf,bu_leaf_name,bu_user_need,bu_leaf_pre_governance,bu_family_pre_governance,bu_family_final,bu_margin,bu_ambiguous,td_l1,td_l1_name,td_user_need,td_confidence,td_margin,td_ambiguous,td_decided_by,td_l2,ref_legacy_l2,ref_legacy_dept,ref_legacy_type,snapshot,run_id,generation
10岁孩子肋骨疼要检查什么,26,查询骨科伤病诊疗与康复信息,用户输入骨折、脊柱、椎间盘或骨关节损伤相关的位置、治疗、康复训练、药物或图示问题后，获得针对该具体问题的医学说明即满足。,26,5,43,0.02131,False,TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,用户针对自己或家人的症状或疾病，要求系统给出可执行的处理方案、药物推荐或调理方法，常为开放性的怎么办/吃什么药/怎么治。,0.49361,0.27261,False,model,TREATMENT_SEEKING__1,疾病知识,儿科,症状,搜索,health-pool3,1
心脏支架吃的药都有什么药,20,功效作用与副作用查询,用户想了解某个具体事物（药物、食物、植物、身体部位等）的功效、作用、用途、副作用或危害，得到针对该对象的清晰说明后即满足。,20,3,3,0.02536,False,TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,用户针对自己或家人的症状或疾病，要求系统给出可执行的处理方案、药物推荐或调理方法，常为开放性的怎么办/吃什么药/怎么治。,0.37483,0.00454,True,model,TREATMENT_SEEKING__2,药品保健品,(无科室),(无类型),搜索,health-pool3,1
排卵期小腹胀痛有下坠感老想拉尿,28,查询身体不适症状原因,用户描述自己或他人的身体不适症状（疼痛、酸胀、头晕、睡眠异常等），获得该症状可能的医学原因以及是否需要就医的一般性建议，即感到满足。,28,5,33,0.00978,True,SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,用户描述自己或他人的症状、体征或异常现象，希望系统解释可能的原因和需要警惕的情况，而不是给出具体个人数值判读或治疗步骤。,0.93564,0.89585,False,model,SYMPTOM_CAUSE_LOOKUP__5,疾病知识,妇产科,症状,搜索,health-pool3,1
血氧测量仪器,17,查询心脑血管疾病诊疗信息,获得关于心脑血管疾病的症状、检查、治疗、用药或预后方面的具体医学解答后，用户即满足。,17,2,31,0.02829,False,MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,用户在不涉及自身具体数值和个案决策的情况下，询问医学名词、缩写、检查、疫苗、疾病、症状等的一般定义、区别或机制。,0.61381,0.42105,False,model,MEDICAL_KNOWLEDGE_LOOKUP__2,医疗器械,(无科室),(无类型),搜索,health-pool3,1
肠胃饱胀是怎么了,32,症状原因查询,在描述某个身体或心理异常表现后，用户希望获得可能导致该表现的医学原因或机制解释。,32,7,36,0.00861,True,SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,用户描述自己或他人的症状、体征或异常现象，希望系统解释可能的原因和需要警惕的情况，而不是给出具体个人数值判读或治疗步骤。,0.81864,0.76868,False,model,SYMPTOM_CAUSE_LOOKUP__4,疾病知识,内科,症状,搜索,health-pool3,1
气虚的人泡脚是不是越来越虚,27,肢体不适症状查询,用户描述自己或他人的肢体、关节、肌肉出现的疼痛、麻木、肿胀、无力或活动受限等症状，希望获得可能的原因、严重程度判断及应对处理建议。,27,5,28,0.08307,False,DIAGNOSIS_PROGNOSIS_VERDICT,判定疾病可能性、病情走向与预后,用户基于症状或不带个人数值的情况询问是否患某病、某病是什么类型、能否治愈、会不会恶化、还能活多久或是否会传染，期待可能性判断和预后边界。,0.36923,0.15451,False,model,DIAGNOSIS_PROGNOSIS_VERDICT__3,疾病知识,中医科,科普,搜索,health-pool3,1
女生生理期有血块,34,查询皮肤黏膜异常症状与处理建议,用户描述身体部位（皮肤、私处、黏膜）出现的疙瘩、红点、水疱、瘙痒、出血等症状后，获得针对该症状的可能原因、是否传染、是否需要用药及具体护理或就医建议即满足。,34,7,38,0.01011,True,SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,用户描述自己或他人的症状、体征或异常现象，希望系统解释可能的原因和需要警惕的情况，而不是给出具体个人数值判读或治疗步骤。,0.83388,0.74623,False,model,SYMPTOM_CAUSE_LOOKUP__5,疾病知识,妇产科,症状,搜索,health-pool3,1
倪海厦如何治疗胃癌胃胀,30,查询疾病症状与诊疗信息,用户提出关于某个疾病、症状或检查结果的查询后，得到针对该问题的症状表现、病因、诊断、分期、治疗方案或预后说明即满足。,30,6,47,0.03508,False,TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,用户针对自己或家人的症状或疾病，要求系统给出可执行的处理方案、药物推荐或调理方法，常为开放性的怎么办/吃什么药/怎么治。,0.98988,0.9861,False,model,TREATMENT_SEEKING__1,疾病知识,中医科,治疗,搜索,health-pool3,1
复方鱼腥草合剂吃了后能吃水果吗,8,查询食物药物能否食用,用户想知道某种食物、药物或可食用物品在其所述健康状况、搭配或时间条件下能否食用，得到明确的能或不能判断及理由后即满足。,8,1,16,0.08506,False,INTERACTION_VERDICT,判断药物、食物、酒类之间的相互作用,用户询问两种及以上药物、药与食物、药与酒、或保健品之间能否同时使用、需要间隔多久、是否解药性或冲突，期待风险判定。,0.91178,0.83234,False,model,INTERACTION_VERDICT__3,药品保健品,(无科室),(无类型),搜索,health-pool3,1
女生冬天适合去锻炼身体还是游泳,27,肢体不适症状查询,用户描述自己或他人的肢体、关节、肌肉出现的疼痛、麻木、肿胀、无力或活动受限等症状，希望获得可能的原因、严重程度判断及应对处理建议。,27,5,28,0.0072,True,TREATMENT_SEEKING,寻求症状或疾病的治疗方案与用药推荐,用户针对自己或家人的症状或疾病，要求系统给出可执行的处理方案、药物推荐或调理方法，常为开放性的怎么办/吃什么药/怎么治。,0.69442,0.61533,False,model,TREATMENT_SEEKING__1,养生知识,(无科室),(无类型),搜索,health-pool3,1
体重秤上量出的体脂率准吗,15,解读个人健康指标与用药疑问,用户提供自身或家人的症状、化验指标、用药或身体数据后，获得针对这些信息是否正常、风险多大、用药如何调整的评估和建议。,15,2,29,0.00906,True,HOME_DEVICE_SELFTEST,家用检测器械的使用与结果判读,用户在家用血糖仪、验孕棒、血压计等器械上自测，询问操作方法、故障排除、品牌比较或结果条带是否符合某种结论。,0.46127,0.10006,False,model,HOME_DEVICE_SELFTEST__1,养生知识,(无科室),(无类型),搜索,health-pool3,1
平昌县元山镇卫生院联系电话,0,查询医疗机构联系电话,用户提及某医院、社区卫生服务中心、卫生院、诊所或药店，希望获得其对应科室或服务台的准确电话号码或联系方式。,0,0,0,0.3132,False,PROVIDER_NAVIGATION_AND_ADMIN,就医导航、机构核实与医疗行政事务,用户寻找医院、科室、医生、药店等资源，或询问价格、报销、健康证办理、医保等医疗行政流程，期待机构事实信息、价格区间或政策规定。,0.99473,0.99318,False,model,PROVIDER_NAVIGATION_AND_ADMIN__1,医疗服务,内科,(未分类型),搜索,health-pool3,1
甲亢需终生服药吗,30,查询疾病症状与诊疗信息,用户提出关于某个疾病、症状或检查结果的查询后，得到针对该问题的症状表现、病因、诊断、分期、治疗方案或预后说明即满足。,30,6,47,0.01205,True,DIAGNOSIS_PROGNOSIS_VERDICT,判定疾病可能性、病情走向与预后,用户基于症状或不带个人数值的情况询问是否患某病、某病是什么类型、能否治愈、会不会恶化、还能活多久或是否会传染，期待可能性判断和预后边界。,0.64355,0.53558,False,model,DIAGNOSIS_PROGNOSIS_VERDICT__1,疾病知识,内科,科普,搜索,health-pool3,1
为什么抬一下手骨头会响,28,查询身体不适症状原因,用户描述自己或他人的身体不适症状（疼痛、酸胀、头晕、睡眠异常等），获得该症状可能的医学原因以及是否需要就医的一般性建议，即感到满足。,28,5,33,0.00928,True,SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,用户描述自己或他人的症状、体征或异常现象，希望系统解释可能的原因和需要警惕的情况，而不是给出具体个人数值判读或治疗步骤。,0.9296,0.91279,False,model,SYMPTOM_CAUSE_LOOKUP__2,疾病知识,外科,症状,搜索,health-pool3,1
住院手术,36,医疗恢复与检查时间查询,用户提出具体医疗或健康问题后，获得该问题对应的恢复时间、检查频率、概率或护理要求等明确答案即满足。,29,6,6,0.07738,False,CONTEXT_DEPENDENT_FOLLOW_UP,无指代追问与拍照实物识别,用户发出依赖上文的追问（如“有用吗”“怎么服用”）或要求识别所拍摄的药品、草药、检查单等实物，系统必须先知道或识别所指对象才能作答。,0.2546,0.02778,False,model,CONTEXT_DEPENDENT_FOLLOW_UP__3,医疗服务,外科,(未分类型),搜索,health-pool3,1
xxxx xxxxoooo医院捐精,1,医院及医生信息查询,用户得到所查询医院、科室、医生或医疗相关机构的简介、科室/专家名单、医生评价、服务能力或就诊安排等具体信息后即满足。,1,0,20,0.10657,False,PROVIDER_NAVIGATION_AND_ADMIN,就医导航、机构核实与医疗行政事务,用户寻找医院、科室、医生、药店等资源，或询问价格、报销、健康证办理、医保等医疗行政流程，期待机构事实信息、价格区间或政策规定。,0.93375,0.905,False,model,PROVIDER_NAVIGATION_AND_ADMIN__2,医疗服务,男科,(未分类型),搜索,health-pool3,1
抑郁症是不是不能想太多事,30,查询疾病症状与诊疗信息,用户提出关于某个疾病、症状或检查结果的查询后，得到针对该问题的症状表现、病因、诊断、分期、治疗方案或预后说明即满足。,30,6,47,0.0193,True,DIAGNOSIS_PROGNOSIS_VERDICT,判定疾病可能性、病情走向与预后,用户基于症状或不带个人数值的情况询问是否患某病、某病是什么类型、能否治愈、会不会恶化、还能活多久或是否会传染，期待可能性判断和预后边界。,0.63185,0.37684,False,model,DIAGNOSIS_PROGNOSIS_VERDICT__5,疾病知识,精神科,科普,搜索,health-pool3,1
H7N9最常见的临床表现是,30,查询疾病症状与诊疗信息,用户提出关于某个疾病、症状或检查结果的查询后，得到针对该问题的症状表现、病因、诊断、分期、治疗方案或预后说明即满足。,30,6,47,0.09579,False,MEDICAL_KNOWLEDGE_LOOKUP,查询医学名词、检查、疫苗或疾病定义,用户在不涉及自身具体数值和个案决策的情况下，询问医学名词、缩写、检查、疫苗、疾病、症状等的一般定义、区别或机制。,0.9952,0.99326,False,model,MEDICAL_KNOWLEDGE_LOOKUP__1,疾病知识,皮肤科,症状,搜索,health-pool3,1
穿鞋袜子老是滑到脚底是什么原因,33,症状原因查询,用户描述一个身体症状或生理现象后，获得该症状或现象的可能原因及解释，即认为满足。,33,7,37,0.13694,False,SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,用户描述自己或他人的症状、体征或异常现象，希望系统解释可能的原因和需要警惕的情况，而不是给出具体个人数值判读或治疗步骤。,0.99641,0.99496,False,model,SYMPTOM_CAUSE_LOOKUP__1,疾病知识,外科,症状,搜索,health-pool3,1
老想发脾气是什么原因,33,症状原因查询,用户描述一个身体症状或生理现象后，获得该症状或现象的可能原因及解释，即认为满足。,33,7,37,0.30099,False,SYMPTOM_CAUSE_LOOKUP,查询症状或体征的原因,用户描述自己或他人的症状、体征或异常现象，希望系统解释可能的原因和需要警惕的情况，而不是给出具体个人数值判读或治疗步骤。,0.97166,0.9568,False,model,SYMPTOM_CAUSE_LOOKUP__3,疾病知识,精神科,症状,搜索,health-pool3,1
烧心吃花生米能缓解吗,10,查询食物营养与健康影响,用户提交有关食物、保健补充剂或饮食方式的问题后，获得其对体重、胃肠、维生素补充或睡眠的具体影响以及摄入或服用建议后满意。,10,1,42,0.00102,True,PERMISSION_VERDICT,判断个人情形下能否做某事或吃某物,用户给出自己的身体状态（患病、孕期、术后、用药等），就某个具体食物、活动或单个产品询问是否可以食用、使用或进行，期待一个针对本人情形的允许与否判定。,0.38865,0.05307,False,model,PERMISSION_VERDICT__1,疾病知识,内科,科普,搜索,health-pool3,1
鱼星草对妇科炎症有用吗,25,中药与中成药信息查询,用户查询某种中药或中成药，获得该药的成分、配方、配伍、功效、剂型、价格或购买渠道等明确信息后即满足。,25,4,26,0.01632,True,EFFICACY_VERDICT,验证药物、偏方或疗法的有效性,用户询问某具体药物、偏方、保健品、食物或疗法对某个目的或病症是否有效、能否治疗、能否替代，期待有效与否的判定而非功效列举。,0.71877,0.6457,False,model,EFFICACY_VERDICT__2,药品保健品,(无科室),(无类型),搜索,health-pool3,1
