层级,类,类名,快照,n,子群,stratum_share,query,typicality_pct,length_pct,pv_raw
L2子意图,RESOLVE_BARE_ENTITY__1,RESOLVE_BARE_ENTITY__1,2025搜索,80,查询借款平台正规性,0.075,贷款平台,0.931,0.569,435.0
L2子意图,RESOLVE_BARE_ENTITY__1,RESOLVE_BARE_ENTITY__1,2025搜索,80,花呗操作查询,0.0375,借呗,0.381,0.087,970.0
L2子意图,CONCEPT_EXPLAIN__2,CONCEPT_EXPLAIN__2,2025搜索,107,查询金融术语含义,0.4112,xd股票是什么意思?,0.977,0.678,279.0
L2子意图,CONCEPT_EXPLAIN__2,CONCEPT_EXPLAIN__2,2025搜索,107,股票行情与选股建议查询,0.3178,港股交易时间和规则,0.621,0.5,552.0
L2子意图,CONCEPT_EXPLAIN__2,CONCEPT_EXPLAIN__2,2025搜索,107,股指行情查询,0.0654,上证指数!,0.21,0.037,206.0
L2子意图,CONCEPT_EXPLAIN__2,CONCEPT_EXPLAIN__2,2025搜索,107,查询市场行情,0.0374,今日港股休市吗,0.481,0.168,726.0
L2子意图,CONTACT_BRANCH_LOOKUP__2,CONTACT_BRANCH_LOOKUP__2,2025搜索,95,保险公司电话查询,0.6842,人保保险车险电话,0.995,0.321,10744.0
L2子意图,CONTACT_BRANCH_LOOKUP__2,CONTACT_BRANCH_LOOKUP__2,2025搜索,95,银行客服电话查询,0.1474,人保客服电话24小时人工服务热线,0.195,0.926,173.0
L2子意图,RESOLVE_BARE_ENTITY__5,RESOLVE_BARE_ENTITY__5,2025搜索,192,查询财经门户与市场行情,0.3958,st,0.88,0.086,432.0
L2子意图,RESOLVE_BARE_ENTITY__5,RESOLVE_BARE_ENTITY__5,2025搜索,192,人民币及货币信息查询,0.1354,派币,0.987,0.086,252.0
L2子意图,RESOLVE_BARE_ENTITY__5,RESOLVE_BARE_ENTITY__5,2025搜索,192,查询科技股与科创板信息,0.0781,恒银科技,0.69,0.659,351.0
L2子意图,RESOLVE_BARE_ENTITY__5,RESOLVE_BARE_ENTITY__5,2025搜索,192,花呗操作查询,0.0625,宜享花,0.43,0.32,1019.0
L2子意图,RESOLVE_BARE_ENTITY__5,RESOLVE_BARE_ENTITY__5,2025搜索,192,支付方式使用与设置查询,0.0417,云支付,0.716,0.32,295.0
L2子意图,RESOLVE_BARE_ENTITY__5,RESOLVE_BARE_ENTITY__5,2025搜索,192,下载安装金融类App,0.0365,paypal,0.859,0.917,1650.0
L2子意图,RESOLVE_BARE_ENTITY__5,RESOLVE_BARE_ENTITY__5,2025搜索,192,银行卡业务查询与办理指导,0.026,万卡,0.685,0.086,183.0
L2子意图,RESOLVE_BARE_ENTITY__5,RESOLVE_BARE_ENTITY__5,2025搜索,192,支付宝相关操作查询,0.0208,支付宝,0.664,0.32,9838.0
L2子意图,RESOLVE_BARE_ENTITY__3,RESOLVE_BARE_ENTITY__3,2025搜索,159,银行信息查询,0.6541,银行,0.997,0.022,855.0
L2子意图,RESOLVE_BARE_ENTITY__3,RESOLVE_BARE_ENTITY__3,2025搜索,159,农业银行及农村信用社服务信息查询,0.1447,农业银行,0.689,0.374,7829.0
L2子意图,RESOLVE_BARE_ENTITY__3,RESOLVE_BARE_ENTITY__3,2025搜索,159,查询办理信用卡业务,0.0881,信用卡,0.129,0.075,945.0
L2子意图,QUOTE_LOOKUP__3,QUOTE_LOOKUP__3,2025搜索,1052,股票代码查询,0.5665,600281,1.0,0.501,474.0
L2子意图,QUOTE_LOOKUP__3,QUOTE_LOOKUP__3,2025搜索,1052,查询300开头股票代码与行情,0.1882,300300,0.18,0.501,218.0
L2子意图,QUOTE_LOOKUP__3,QUOTE_LOOKUP__3,2025搜索,1052,查询股票代码与指数信息,0.1122,000006,0.721,0.501,186.0
L2子意图,RATE_CALC__1,RATE_CALC__1,2025搜索,78,查询价格与金额,0.141,取款机一天最多取多少钱,0.981,0.577,161.0
L2子意图,RATE_CALC__1,RATE_CALC__1,2025搜索,78,查询贷款信息,0.1282,贷款计算器,0.917,0.006,7336.0
L2子意图,RATE_CALC__1,RATE_CALC__1,2025搜索,78,贷款提前还款查询,0.1154,房贷提前还款计算器,0.942,0.205,347.0
L2子意图,RATE_CALC__1,RATE_CALC__1,2025搜索,78,查询转账与账户业务可行性,0.0897,跨行转账要收多少手续费,0.994,0.577,1565.0
L2子意图,RATE_CALC__1,RATE_CALC__1,2025搜索,78,查询交强险保费、赔偿与投保规定,0.0641,交强险多少钱一年,0.353,0.09,769.0
L2子意图,RATE_CALC__1,RATE_CALC__1,2025搜索,78,查询金融业务数值与代码,0.0641,微信收款限额是多少,0.827,0.205,173.0
L2子意图,RATE_CALC__1,RATE_CALC__1,2025搜索,78,银行卡业务查询与办理指导,0.0641,零钱通转出到银行卡要手续费吗,0.622,0.923,383.0
L2子意图,RATE_CALC__1,RATE_CALC__1,2025搜索,78,金融行情数据查询,0.0513,贷款计算器2025最新版,0.699,0.712,502.0
L2子意图,CONTACT_BRANCH_LOOKUP__1,CONTACT_BRANCH_LOOKUP__1,2025搜索,117,查询电话号码归属,0.9402,95595是什么电话,0.996,0.248,223.0
L2子意图,VERDICT_QUESTION__1,VERDICT_QUESTION__1,2025搜索,31,股票行情与选股建议查询,0.2258,7月1号港股休市吗,0.855,0.29,362.0
L2子意图,VERDICT_QUESTION__1,VERDICT_QUESTION__1,2025搜索,31,查询保险相关业务,0.1613,众安保险可靠吗?能买吗?,0.984,0.742,1295.0
L2子意图,VERDICT_QUESTION__1,VERDICT_QUESTION__1,2025搜索,31,查询转账与账户业务可行性,0.129,腾讯理财通可靠吗安全吗,0.468,0.565,182.0
L2子意图,VERDICT_QUESTION__1,VERDICT_QUESTION__1,2025搜索,31,车险购买与理赔咨询,0.0968,车损险有必要买吗,0.21,0.177,671.0
L2子意图,VERDICT_QUESTION__1,VERDICT_QUESTION__1,2025搜索,31,查询保险公司信息,0.0968,申能财险是正规保险公司吗,0.661,0.742,236.0
L2子意图,VERDICT_QUESTION__1,VERDICT_QUESTION__1,2025搜索,31,查询人寿保险相关业务信息,0.0968,瑞众人寿保险可靠吗,0.726,0.29,306.0
L2子意图,HOWTO_OPERATE__2,HOWTO_OPERATE__2,2025搜索,75,支付宝相关操作查询,0.52,支付宝登录,0.633,0.033,385.0
L2子意图,HOWTO_OPERATE__2,HOWTO_OPERATE__2,2025搜索,75,花呗操作查询,0.28,花呗怎么关闭,0.58,0.12,284.0
L2子意图,RESOLVE_BARE_ENTITY__4,RESOLVE_BARE_ENTITY__4,2025搜索,56,证券股票信息查询,0.9821,证券,0.991,0.027,550.0
L2子意图,CONTACT_BRANCH_LOOKUP__5,CONTACT_BRANCH_LOOKUP__5,2025搜索,26,银行信息查询,0.6923,银行几点上班下班时间,0.981,0.731,6188.0
L2子意图,CONTACT_BRANCH_LOOKUP__5,CONTACT_BRANCH_LOOKUP__5,2025搜索,26,中国银行服务信息查询,0.1154,中国银行上班时间,0.712,0.365,643.0
L2子意图,RESOLVE_BARE_ENTITY__6,RESOLVE_BARE_ENTITY__6,2025搜索,104,查询保险相关业务,0.4038,保险,0.995,0.043,849.0
L2子意图,RESOLVE_BARE_ENTITY__6,RESOLVE_BARE_ENTITY__6,2025搜索,104,查询保险公司信息,0.1923,保险公司,0.909,0.361,304.0
L2子意图,RESOLVE_BARE_ENTITY__6,RESOLVE_BARE_ENTITY__6,2025搜索,104,查询人寿保险相关业务信息,0.1923,中国人寿保险,0.784,0.668,604.0
L2子意图,RESOLVE_BARE_ENTITY__6,RESOLVE_BARE_ENTITY__6,2025搜索,104,保险公司电话查询,0.1154,平安保险车险,0.62,0.668,645.0
L2子意图,CONCEPT_EXPLAIN__3,CONCEPT_EXPLAIN__3,2025搜索,131,查询金融术语含义,0.5038,银行保函是什么意思,0.989,0.508,174.0
L2子意图,CONCEPT_EXPLAIN__3,CONCEPT_EXPLAIN__3,2025搜索,131,银行信息查询,0.1221,四大银行是哪几个,0.469,0.37,1099.0
L2子意图,CONCEPT_EXPLAIN__3,CONCEPT_EXPLAIN__3,2025搜索,131,计算存贷款利息,0.1069,等本等息与等额本息的区别,0.202,0.847,161.0
L2子意图,CONCEPT_EXPLAIN__3,CONCEPT_EXPLAIN__3,2025搜索,131,查询贷款信息,0.0458,贷款需要什么条件才可以贷款,0.225,0.905,162.0
L2子意图,CONCEPT_EXPLAIN__3,CONCEPT_EXPLAIN__3,2025搜索,131,个人征信报告查询与影响咨询,0.0458,征信多久更新一次,0.05,0.37,269.0
L2子意图,OTHER_INTENT__5,OTHER_INTENT__5,2025搜索,31,下载安装金融类App,0.2581,fil币怎么交易买卖.极速下载.中国,0.565,0.871,160.0
L2子意图,OTHER_INTENT__5,OTHER_INTENT__5,2025搜索,31,人民币及货币信息查询,0.1935,第四套人民币图片,0.306,0.452,238.0
L2子意图,OTHER_INTENT__5,OTHER_INTENT__5,2025搜索,31,查询价格与金额,0.1613,钱能钱包,0.887,0.21,538.0
L2子意图,OTHER_INTENT__5,OTHER_INTENT__5,2025搜索,31,查询财经门户与市场行情,0.0968,no钱包,0.968,0.21,461.0
L2子意图,OTHER_INTENT__5,OTHER_INTENT__5,2025搜索,31,证券代码信息查询,0.0645,808钱包,0.532,0.339,195.0
L2子意图,OTHER_INTENT__5,OTHER_INTENT__5,2025搜索,31,市场价格行情查询,0.0645,溢价,0.113,0.016,179.0
L2子意图,RATE_CALC__2,RATE_CALC__2,2025搜索,155,利率查询与计算,0.4903,银行贷款利率2025最新利率,0.965,0.787,351.0
L2子意图,RATE_CALC__2,RATE_CALC__2,2025搜索,155,计算存贷款利息,0.2839,银行利息1万元一年多少利息,0.468,0.694,350.0
L2子意图,RATE_CALC__2,RATE_CALC__2,2025搜索,155,查询定期存款利率,0.1161,定期存款利率,0.532,0.142,552.0
L2子意图,HOWTO_OPERATE__1,HOWTO_OPERATE__1,2025搜索,25,查询贷款信息,0.52,助学贷款申请条件,0.9,0.14,812.0
L2子意图,HOWTO_OPERATE__1,HOWTO_OPERATE__1,2025搜索,25,贷款提前还款查询,0.36,安逸花怎么提前还款,0.54,0.38,346.0
L2子意图,PAGE_NAV__2,PAGE_NAV__2,2025搜索,1073,证券股吧查询,0.7623,股吧,1.0,0.0,1968.0
L2子意图,PAGE_NAV__2,PAGE_NAV__2,2025搜索,1073,查询股份股票及股吧信息,0.0708,鸿博股份股吧,0.938,0.363,430.0
L2子意图,HOWTO_OPERATE__4,HOWTO_OPERATE__4,2025搜索,36,个人征信报告查询与影响咨询,0.4167,个人征信怎么查询,0.903,0.319,193.0
L2子意图,HOWTO_OPERATE__4,HOWTO_OPERATE__4,2025搜索,36,金融业务操作与问题处理方法查询,0.1944,开户行怎么查询,0.986,0.153,731.0
L2子意图,HOWTO_OPERATE__4,HOWTO_OPERATE__4,2025搜索,36,银行信息查询,0.1944,开户行查询,0.875,0.014,239.0
L2子意图,ENTITY_VERIFY__2,ENTITY_VERIFY__2,2025搜索,35,查询借款平台正规性,0.2857,浩瀚钱包是正规的吗,0.929,0.3,191.0
L2子意图,ENTITY_VERIFY__2,ENTITY_VERIFY__2,2025搜索,35,查询贷款信息,0.1429,众安贷是正规贷款吗,0.986,0.3,337.0
L2子意图,ENTITY_VERIFY__2,ENTITY_VERIFY__2,2025搜索,35,查询转账与账户业务可行性,0.1143,国债逆回购是真的吗可靠吗,0.386,0.7,219.0
L2子意图,ENTITY_VERIFY__2,ENTITY_VERIFY__2,2025搜索,35,查询保险相关业务,0.1143,蚂蚁保险是正规保险吗,0.586,0.471,191.0
L2子意图,ENTITY_VERIFY__2,ENTITY_VERIFY__2,2025搜索,35,查询办理信用卡业务,0.0857,信用飞靠谱吗,0.329,0.057,915.0
L2子意图,ENTITY_VERIFY__2,ENTITY_VERIFY__2,2025搜索,35,银行信息查询,0.0571,新网银行是正规银行吗,0.614,0.471,392.0
L2子意图,OTHER_INTENT__4,OTHER_INTENT__4,2025搜索,32,查询财经门户与市场行情,0.375,度小满,0.609,0.078,2313.0
L2子意图,OTHER_INTENT__4,OTHER_INTENT__4,2025搜索,32,查询市场行情,0.125,徐小明今日股市直播,0.984,0.703,155.0
L2子意图,OTHER_INTENT__4,OTHER_INTENT__4,2025搜索,32,下载安装金融类App,0.0938,gate大门交易所官方App下载地址.正确地址.中国,0.828,0.984,509.0
L2子意图,OTHER_INTENT__4,OTHER_INTENT__4,2025搜索,32,股票行情与选股建议查询,0.0938,长城军工9天7板,0.297,0.578,176.0
L2子意图,OTHER_INTENT__4,OTHER_INTENT__4,2025搜索,32,股指行情查询,0.0625,第五城数字文化开拓者,0.391,0.828,607.0
L2子意图,OTHER_INTENT__4,OTHER_INTENT__4,2025搜索,32,金融行情数据查询,0.0625,伯25转债,0.797,0.438,274.0
L2子意图,ENTITY_IDENTITY_CHECK__1,ENTITY_IDENTITY_CHECK__1,2025搜索,22,股票行情与选股建议查询,0.5909,军工重组概念股龙头,0.977,0.295,319.0
L2子意图,ENTITY_IDENTITY_CHECK__1,ENTITY_IDENTITY_CHECK__1,2025搜索,22,查询股票信息,0.0909,科力尔 股票,0.205,0.091,386.0
L2子意图,ENTITY_IDENTITY_CHECK__1,ENTITY_IDENTITY_CHECK__1,2025搜索,22,查询保险公司信息,0.0909,碳化硅上市公司龙头企业,0.477,0.614,163.0
L2子意图,ENTITY_IDENTITY_CHECK__1,ENTITY_IDENTITY_CHECK__1,2025搜索,22,股指行情查询,0.0455,纳斯达克科技市值加权指数,0.114,0.75,320.0
L2子意图,INVEST_ADVICE__3,INVEST_ADVICE__3,2025搜索,28,股票行情与选股建议查询,0.9286,pcb概念十大龙头股票,0.946,0.696,274.0
L2子意图,ENTITY_VERIFY__1,ENTITY_VERIFY__1,2025搜索,58,查询借款平台正规性,0.931,极融借款是正规平台吗,0.991,0.25,290.0
L2子意图,COMPARISON_DECISION__1,COMPARISON_DECISION__1,2025搜索,25,银行卡业务查询与办理指导,0.36,一类卡和二类银行卡有什么区别,0.94,0.8,336.0
L2子意图,COMPARISON_DECISION__1,COMPARISON_DECISION__1,2025搜索,25,计算存贷款利息,0.28,等额本金和等额本息哪个划算,0.46,0.68,181.0
L2子意图,COMPARISON_DECISION__1,COMPARISON_DECISION__1,2025搜索,25,查询定期存款利率,0.08,哪个银行的存款利息高一点,0.18,0.38,652.0
L2子意图,COMPARISON_DECISION__1,COMPARISON_DECISION__1,2025搜索,25,车险购买与理赔咨询,0.08,退货宝和运费险有啥区别,0.54,0.14,280.0
L2子意图,COMPARISON_DECISION__1,COMPARISON_DECISION__1,2025搜索,25,查询办理信用卡业务,0.08,储蓄卡和信用卡有什么区别,0.62,0.38,182.0
L2子意图,DEBT_DISTRESS__1,DEBT_DISTRESS__1,2025搜索,15,查询借款平台正规性,0.5333,和信普惠是哪个网贷,0.7,0.133,227.0
L2子意图,DEBT_DISTRESS__1,DEBT_DISTRESS__1,2025搜索,15,个人征信报告查询与影响咨询,0.2,征信逾期如何申请消除,0.3,0.3,227.0
L2子意图,DEBT_DISTRESS__1,DEBT_DISTRESS__1,2025搜索,15,金融业务操作与问题处理方法查询,0.1333,和信普惠发短信是怎么回事,0.367,0.633,454.0
L2子意图,INVEST_ADVICE__2,INVEST_ADVICE__2,2025搜索,15,股票行情与选股建议查询,0.4667,股票回购是利好还是利空,0.967,0.3,230.0
L2子意图,INVEST_ADVICE__2,INVEST_ADVICE__2,2025搜索,15,查询股票信息,0.1333,军工股票推荐,0.1,0.1,1446.0
L2子意图,INVEST_ADVICE__2,INVEST_ADVICE__2,2025搜索,15,查询价格走势图,0.1333,预计明天大盘走势如何,0.033,0.167,529.0
L2子意图,INVEST_ADVICE__2,INVEST_ADVICE__2,2025搜索,15,查询转账与账户业务可行性,0.1333,汇正财经投资选股可靠吗,0.167,0.3,354.0
L2子意图,HOWTO_OPERATE__6,HOWTO_OPERATE__6,2025搜索,42,银行卡业务查询与办理指导,0.6667,银行卡怎么注销,0.988,0.095,155.0
L2子意图,HOWTO_OPERATE__6,HOWTO_OPERATE__6,2025搜索,42,支付宝相关操作查询,0.1429,支付宝银行卡怎么解绑,0.964,0.429,192.0
L2子意图,CONTACT_BRANCH_LOOKUP__3,CONTACT_BRANCH_LOOKUP__3,2025搜索,47,银行信息查询,0.4894,6228开头是什么银行,0.989,0.638,208.0
L2子意图,CONTACT_BRANCH_LOOKUP__3,CONTACT_BRANCH_LOOKUP__3,2025搜索,47,农业银行及农村信用社服务信息查询,0.1277,中国农业银行招聘官网,0.5,0.511,281.0
L2子意图,CONTACT_BRANCH_LOOKUP__3,CONTACT_BRANCH_LOOKUP__3,2025搜索,47,查询办理信用卡业务,0.0851,广发银行信用卡,0.287,0.149,273.0
L2子意图,CONTACT_BRANCH_LOOKUP__3,CONTACT_BRANCH_LOOKUP__3,2025搜索,47,中国银行服务信息查询,0.0638,附近中国银行营业厅最近在哪里,0.415,0.926,188.0
L2子意图,CONTACT_BRANCH_LOOKUP__3,CONTACT_BRANCH_LOOKUP__3,2025搜索,47,查询借款平台正规性,0.0638,中金支付是哪个平台扣款,0.053,0.638,236.0
L2子意图,CONCEPT_EXPLAIN__1,CONCEPT_EXPLAIN__1,2025搜索,28,车险购买与理赔咨询,0.4643,车损险包括哪些内容,0.768,0.321,227.0
L2子意图,CONCEPT_EXPLAIN__1,CONCEPT_EXPLAIN__1,2025搜索,28,查询金融术语含义,0.3571,运费险是什么意思,0.839,0.143,307.0
L2子意图,INVEST_ADVICE__1,INVEST_ADVICE__1,2025搜索,10,股票行情与选股建议查询,0.2,华电新能值得申购吗,0.85,0.1,187.0
L2子意图,INVEST_ADVICE__1,INVEST_ADVICE__1,2025搜索,10,车险购买与理赔咨询,0.2,车保险怎么买最划算2025年,0.55,0.95,294.0
L2子意图,INVEST_ADVICE__1,INVEST_ADVICE__1,2025搜索,10,查询转账与账户业务可行性,0.1,伯25转债值得申购吗,0.95,0.3,837.0
L2子意图,INVEST_ADVICE__1,INVEST_ADVICE__1,2025搜索,10,查询300开头股票代码与行情,0.1,301630值得申购吗,0.45,0.55,775.0
L2子意图,INVEST_ADVICE__1,INVEST_ADVICE__1,2025搜索,10,金融行情数据查询,0.1,车险怎么买最划算2025年,0.65,0.85,474.0
L2子意图,INVEST_ADVICE__1,INVEST_ADVICE__1,2025搜索,10,查询保险公司信息,0.1,摩尔线程最大受益上市公司,0.05,0.75,232.0
L2子意图,INVEST_ADVICE__1,INVEST_ADVICE__1,2025搜索,10,金融代码查询,0.1,787729值得申购吗,0.35,0.55,178.0
L2子意图,OTHER_INTENT__1,OTHER_INTENT__1,2025搜索,11,车险购买与理赔咨询,0.5455,车损险,0.955,0.045,205.0
L2子意图,OTHER_INTENT__1,OTHER_INTENT__1,2025搜索,11,查询保险公司信息,0.1818,中国保险公司排行榜前十名,0.227,0.955,164.0
L2子意图,OTHER_INTENT__1,OTHER_INTENT__1,2025搜索,11,查询保险相关业务,0.1818,保险购买,0.773,0.136,190.0
L2子意图,HOWTO_OPERATE__3,HOWTO_OPERATE__3,2025搜索,16,查询保险相关业务,0.3125,元保保险怎么退,0.781,0.25,706.0
L2子意图,HOWTO_OPERATE__3,HOWTO_OPERATE__3,2025搜索,16,查询交强险保费、赔偿与投保规定,0.25,交强险网上怎么买,0.344,0.406,207.0
L2子意图,HOWTO_OPERATE__3,HOWTO_OPERATE__3,2025搜索,16,车险购买与理赔咨询,0.1875,怎么查车辆保险,0.969,0.25,206.0
L2子意图,HOWTO_OPERATE__3,HOWTO_OPERATE__3,2025搜索,16,金融业务操作与问题处理方法查询,0.125,首信保险扣费怎么取消,0.531,0.531,607.0
L2子意图,NEWS_EVENT__4,NEWS_EVENT__4,2025搜索,10,股票行情与选股建议查询,0.8,中国重工重组最新消息,0.95,0.25,161.0
L2子意图,NEWS_EVENT__2,NEWS_EVENT__2,2025搜索,16,人民币及货币信息查询,0.375,稳定币最新消息,0.906,0.219,240.0
L2子意图,NEWS_EVENT__2,NEWS_EVENT__2,2025搜索,16,查询市场行情,0.25,美股今天最新消息,0.594,0.406,193.0
